id,address,gu,dong,mac_score,lot_score,burgerking_score,seveneleven_score,cu_score,gs25_score,starbucks_score,lottecinema_score,megabox_score,cgv_score,total_score,high_oil,oil,oil2,total,catch,percent,mac_count,lot_count,burgerking_count,seveneleven_count,cu_count,gs25_count,starbucks_count,lottecinema_count,megabox_count,cgv_count,total_count
60,서울특별시 종로구 원남동,종로구,원남동,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,3690,3913,106.0,0,0,0,0,1,0,0,0,0,0,1
61,서울특별시 종로구 연지동,종로구,연지동,0.0,0.0,0.0,0.43,0.13,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,3690,3913,106.0,0,0,0,2,1,0,0,0,0,0,3
62,서울특별시 종로구 종로4가,종로구,종로4가,0.0,0.0,0.0,0.21,0.13,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,3690,3913,106.0,0,0,0,1,1,0,0,0,0,0,2
63,서울특별시 종로구 효제동,종로구,효제동,0.0,0.0,0.0,0.0,0.4,0.25,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,3690,3913,106.0,0,0,0,0,3,2,0,0,0,0,5
64,서울특별시 종로구 종로5가,종로구,종로5가,0.0,0.0,0.0,0.21,0.13,0.25,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,3690,3913,106.0,0,0,0,1,1,2,0,0,0,0,4
65,서울특별시 종로구 종로6가,종로구,종로6가,0.0,0.0,0.0,0.21,0.27,0.12,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,3690,3913,106.0,0,0,0,1,2,1,0,0,0,0,4
66,서울특별시 종로구 이화동,종로구,이화동,0.0,0.0,0.0,0.21,0.13,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,3690,3913,106.0,0,0,0,1,1,0,0,0,0,0,2
67,서울특별시 종로구 연건동,종로구,연건동,0.0,0.0,0.0,0.21,0.4,0.25,0.43,0.0,0.0,0.0,1.3,0.0,0.0,0.0,3690,3913,106.0,0,0,0,1,3,2,1,0,0,0,7
68,서울특별시 종로구 충신동,종로구,충신동,0.0,0.0,0.0,0.21,0.13,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,3690,3913,106.0,0,0,0,1,1,0,0,0,0,0,2
69,서울특별시 종로구 동숭동,종로구,동숭동,3.33,0.0,0.0,0.43,0.4,0.62,1.3,0.0,0.0,0.0,6.09,0.0,0.0,0.0,3690,3913,106.0,1,0,0,2,3,5,3,0,0,0,14
70,서울특별시 종로구 혜화동,종로구,혜화동,0.0,1.25,3.33,0.21,0.0,0.25,0.0,0.0,0.0,0.0,5.05,2398.0,2178.0,1998.0,3690,3913,106.0,0,1,1,1,0,2,0,0,0,0,5
71,서울특별시 종로구 명륜1가,종로구,명륜1가,0.0,0.0,0.0,0.43,0.27,0.25,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,3690,3913,106.0,0,0,0,2,2,2,0,0,0,0,6
72,서울특별시 종로구 명륜2가,종로구,명륜2가,3.33,0.0,0.0,0.43,0.27,0.12,0.0,0.0,0.0,5.0,9.15,0.0,0.0,0.0,3690,3913,106.0,1,0,0,2,2,1,0,0,0,1,7
73,서울특별시 종로구 명륜4가,종로구,명륜4가,0.0,0.0,0.0,0.21,0.4,0.12,0.43,0.0,0.0,0.0,1.17,0.0,0.0,0.0,3690,3913,106.0,0,0,0,1,3,1,1,0,0,0,6
74,서울특별시 종로구 명륜3가,종로구,명륜3가,0.0,0.0,0.0,0.43,0.53,0.12,0.43,0.0,0.0,0.0,1.52,0.0,0.0,0.0,3690,3913,106.0,0,0,0,2,4,1,1,0,0,0,8
75,서울특별시 종로구 창신동,종로구,창신동,3.33,2.5,0.0,0.85,0.8,0.38,0.0,0.0,0.0,0.0,7.86,0.0,0.0,0.0,3690,3913,106.0,1,2,0,4,6,3,0,0,0,0,16
76,서울특별시 종로구 숭인동,종로구,숭인동,0.0,0.0,0.0,1.49,0.67,1.5,0.43,0.0,0.0,0.0,4.09,0.0,0.0,0.0,3690,3913,106.0,0,0,0,7,5,12,1,0,0,0,25
77,서울특별시 종로구 교남동,종로구,교남동,0.0,0.0,0.0,0.0,0.13,0.0,0.43,0.0,0.0,0.0,0.57,0.0,0.0,0.0,3690,3913,106.0,0,0,0,0,1,0,1,0,0,0,2
78,서울특별시 종로구 평동,종로구,평동,0.0,0.0,0.0,0.43,0.4,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,3690,3913,106.0,0,0,0,2,3,0,0,0,0,0,5
79,서울특별시 종로구 송월동,종로구,송월동,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,3690,3913,106.0,0,0,0,0,1,0,0,0,0,0,1
80,서울특별시 종로구 홍파동,종로구,홍파동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3690,3913,106.0,0,0,0,0,0,0,0,0,0,0,0
81,서울특별시 종로구 교북동,종로구,교북동,0.0,0.0,0.0,0.21,0.0,0.12,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,3690,3913,106.0,0,0,0,1,0,1,0,0,0,0,2
82,서울특별시 종로구 행촌동,종로구,행촌동,0.0,0.0,0.0,0.21,0.27,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,3690,3913,106.0,0,0,0,1,2,0,0,0,0,0,3
83,서울특별시 종로구 구기동,종로구,구기동,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,3690,3913,106.0,0,0,0,0,2,0,0,0,0,0,2
84,서울특별시 종로구 평창동,종로구,평창동,0.0,0.0,0.0,0.21,0.53,0.25,0.43,0.0,0.0,0.0,1.43,2143.0,1781.67,1631.67,3690,3913,106.0,0,0,0,1,4,2,1,0,0,0,8
85,서울특별시 종로구 부암동,종로구,부암동,0.0,0.0,0.0,0.43,0.27,0.12,0.0,0.0,0.0,0.0,0.82,1900.0,1664.57,1494.57,3690,3913,106.0,0,0,0,2,2,1,0,0,0,0,5
86,서울특별시 종로구 홍지동,종로구,홍지동,0.0,0.0,0.0,0.21,0.13,0.25,0.0,0.0,0.0,0.0,0.6,1900.0,1574.0,1434.0,3690,3913,106.0,0,0,0,1,1,2,0,0,0,0,4
87,서울특별시 종로구 신영동,종로구,신영동,0.0,0.0,0.0,0.21,0.13,0.12,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,3690,3913,106.0,0,0,0,1,1,1,0,0,0,0,3
88,서울특별시 종로구 무악동,종로구,무악동,0.0,0.0,0.0,0.21,0.0,0.12,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,3690,3913,106.0,0,0,0,1,0,1,0,0,0,0,2
89,서울특별시 중구,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
90,서울특별시 중구 무교동,중구,무교동,0.0,0.0,3.33,0.85,0.0,0.0,0.43,0.0,0.0,0.0,4.62,0.0,0.0,0.0,4030,2679,66.5,0,0,1,4,0,0,1,0,0,0,6
91,서울특별시 중구 다동,중구,다동,0.0,0.0,0.0,0.43,0.13,0.38,0.43,0.0,0.0,0.0,1.37,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,1,3,1,0,0,0,7
92,서울특별시 중구 태평로1가,중구,태평로1가,0.0,0.0,0.0,0.0,0.27,0.25,0.43,0.0,0.0,0.0,0.95,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,2,2,1,0,0,0,5
93,서울특별시 중구 을지로1가,중구,을지로1가,3.33,0.0,0.0,0.0,0.13,0.0,0.87,0.0,0.0,0.0,4.34,0.0,0.0,0.0,4030,2679,66.5,1,0,0,0,1,0,2,0,0,0,4
94,서울특별시 중구 을지로2가,중구,을지로2가,0.0,0.0,0.0,0.85,0.27,0.25,2.17,0.0,0.0,0.0,3.54,0.0,0.0,0.0,4030,2679,66.5,0,0,0,4,2,2,5,0,0,0,13
95,서울특별시 중구 남대문로1가,중구,남대문로1가,0.0,0.0,0.0,0.21,0.0,0.0,0.43,0.0,0.0,0.0,0.65,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,0,0,1,0,0,0,2
96,서울특별시 중구 삼각동,중구,삼각동,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.43,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,1,0,0,0,1
97,서울특별시 중구 수하동,중구,수하동,0.0,0.0,0.0,0.43,0.13,0.12,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,1,1,0,0,0,0,4
98,서울특별시 중구 장교동,중구,장교동,0.0,0.0,0.0,0.43,0.0,0.12,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,0,1,0,0,0,0,3
99,서울특별시 중구 수표동,중구,수표동,0.0,0.0,0.0,0.43,0.0,0.12,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,0,1,0,0,0,0,3
100,서울특별시 중구 소공동,중구,소공동,0.0,1.25,0.0,0.21,0.0,0.12,1.3,5.0,0.0,0.0,7.89,0.0,0.0,0.0,4030,2679,66.5,0,1,0,1,0,1,3,1,0,0,7
101,서울특별시 중구 남창동,중구,남창동,0.0,0.0,0.0,0.43,0.13,0.25,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,1,2,0,0,0,0,5
102,서울특별시 중구 북창동,중구,북창동,0.0,0.0,0.0,0.43,0.0,0.12,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,0,1,0,0,0,0,3
103,서울특별시 중구 태평로2가,중구,태평로2가,0.0,0.0,3.33,0.21,0.4,0.38,0.43,0.0,0.0,0.0,4.76,0.0,0.0,0.0,4030,2679,66.5,0,0,1,1,3,3,1,0,0,0,9
104,서울특별시 중구 남대문로2가,중구,남대문로2가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0
105,서울특별시 중구 남대문로3가,중구,남대문로3가,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,1,0,0,0,0,0,1
106,서울특별시 중구 남대문로4가,중구,남대문로4가,0.0,0.0,0.0,0.21,0.13,0.25,0.87,0.0,0.0,0.0,1.47,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,1,2,2,0,0,0,6
107,서울특별시 중구 남대문로5가,중구,남대문로5가,0.0,0.0,3.33,0.85,0.27,0.62,1.3,0.0,0.0,0.0,6.38,2430.86,2278.0,2087.0,4030,2679,66.5,0,0,1,4,2,5,3,0,0,0,15
108,서울특별시 중구 봉래동1가,중구,봉래동1가,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,2654.0,2311.0,2165.57,4030,2679,66.5,0,0,0,0,1,0,0,0,0,0,1
109,서울특별시 중구 봉래동2가,중구,봉래동2가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0
110,서울특별시 중구 회현동1가,중구,회현동1가,0.0,0.0,3.33,0.85,0.4,0.25,0.43,0.0,0.0,0.0,5.27,0.0,0.0,0.0,4030,2679,66.5,0,0,1,4,3,2,1,0,0,0,11
111,서울특별시 중구 회현동2가,중구,회현동2가,0.0,0.0,0.0,0.21,0.0,0.12,0.43,0.0,0.0,0.0,0.77,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,0,1,1,0,0,0,3
112,서울특별시 중구 회현동3가,중구,회현동3가,3.33,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,4030,2679,66.5,1,0,0,0,1,0,0,0,0,0,2
113,서울특별시 중구 충무로1가,중구,충무로1가,0.0,0.0,0.0,0.43,0.13,0.12,1.74,0.0,0.0,0.0,2.42,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,1,1,4,0,0,0,8
114,서울특별시 중구 충무로2가,중구,충무로2가,0.0,0.0,0.0,0.64,0.13,0.25,0.43,0.0,0.0,5.0,6.46,0.0,0.0,0.0,4030,2679,66.5,0,0,0,3,1,2,1,0,0,1,8
115,서울특별시 중구 명동1가,중구,명동1가,3.33,0.0,0.0,0.43,0.13,0.0,0.87,0.0,0.0,0.0,4.76,0.0,0.0,0.0,4030,2679,66.5,1,0,0,2,1,0,2,0,0,0,6
116,서울특별시 중구 명동2가,중구,명동2가,0.0,0.0,0.0,0.85,0.0,0.0,0.87,0.0,0.0,5.0,6.72,0.0,0.0,0.0,4030,2679,66.5,0,0,0,4,0,0,2,0,0,1,7
117,서울특별시 중구 남산동1가,중구,남산동1가,0.0,0.0,0.0,0.21,0.0,0.25,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,0,2,0,0,0,0,3
118,서울특별시 중구 남산동2가,중구,남산동2가,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,0,0,0,0,0,0,1
119,서울특별시 중구 남산동3가,중구,남산동3가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0
120,서울특별시 중구 저동1가,중구,저동1가,0.0,0.0,0.0,0.0,0.13,0.25,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,1,2,0,0,0,0,3
121,서울특별시 중구 충무로4가,중구,충무로4가,0.0,0.0,3.33,0.43,0.13,0.0,0.0,0.0,0.0,0.0,3.89,0.0,0.0,0.0,4030,2679,66.5,0,0,1,2,1,0,0,0,0,0,4
122,서울특별시 중구 충무로5가,중구,충무로5가,0.0,0.0,0.0,0.43,0.27,0.12,0.43,0.0,0.0,0.0,1.25,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,2,1,1,0,0,0,6
123,서울특별시 중구 인현동2가,중구,인현동2가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0
124,서울특별시 중구 예관동,중구,예관동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0
125,서울특별시 중구 묵정동,중구,묵정동,0.0,0.0,0.0,0.0,0.27,0.12,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,2,1,0,0,0,0,3
126,서울특별시 중구 필동1가,중구,필동1가,0.0,0.0,0.0,0.21,0.0,0.38,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,0,3,0,0,0,0,4
127,서울특별시 중구 필동2가,중구,필동2가,0.0,0.0,0.0,0.21,0.27,0.25,0.87,0.0,0.0,0.0,1.6,2423.5,2198.5,2013.5,4030,2679,66.5,0,0,0,1,2,2,2,0,0,0,7
128,서울특별시 중구 필동3가,중구,필동3가,0.0,0.0,3.33,0.43,0.4,0.12,0.0,0.0,0.0,0.0,4.28,0.0,0.0,0.0,4030,2679,66.5,0,0,1,2,3,1,0,0,0,0,7
129,서울특별시 중구 남학동,중구,남학동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0
130,서울특별시 중구 주자동,중구,주자동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0
131,서울특별시 중구 예장동,중구,예장동,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,0,0,0,0,0,0,2
132,서울특별시 중구 장충동1가,중구,장충동1가,0.0,0.0,0.0,0.0,0.13,0.25,0.43,0.0,0.0,0.0,0.82,2450.0,2250.0,2029.0,4030,2679,66.5,0,0,0,0,1,2,1,0,0,0,4
133,서울특별시 중구 장충동2가,중구,장충동2가,0.0,0.0,0.0,0.43,0.53,0.5,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,4,4,0,0,0,0,10
134,서울특별시 중구 광희동1가,중구,광희동1가,0.0,0.0,0.0,0.0,0.13,0.12,0.43,0.0,0.0,0.0,0.69,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,1,1,1,0,0,0,3
135,서울특별시 중구 광희동2가,중구,광희동2가,0.0,0.0,0.0,0.43,0.13,0.12,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,1,1,0,0,0,0,4
136,서울특별시 중구 쌍림동,중구,쌍림동,0.0,0.0,0.0,0.43,0.13,0.12,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,1,1,0,0,0,0,4
137,서울특별시 중구 을지로6가,중구,을지로6가,0.0,1.25,0.0,1.06,0.67,0.25,0.87,0.0,10.0,5.0,19.1,0.0,0.0,0.0,4030,2679,66.5,0,1,0,5,5,2,2,0,1,1,17
138,서울특별시 중구 을지로7가,중구,을지로7가,0.0,0.0,0.0,0.0,0.13,0.25,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,1,2,0,0,0,0,3
139,서울특별시 중구 을지로4가,중구,을지로4가,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,2,0,0,0,0,2
140,서울특별시 중구 을지로5가,중구,을지로5가,0.0,0.0,0.0,0.0,0.27,0.25,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,2,2,0,0,0,0,4
141,서울특별시 중구 주교동,중구,주교동,0.0,0.0,0.0,0.21,0.13,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,1,0,0,0,0,0,2
142,서울특별시 중구 방산동,중구,방산동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0
143,서울특별시 중구 오장동,중구,오장동,0.0,0.0,0.0,0.43,0.13,0.12,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,1,1,0,0,0,0,4
144,서울특별시 중구 을지로3가,중구,을지로3가,0.0,0.0,0.0,0.64,0.27,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,4030,2679,66.5,0,0,0,3,2,0,0,0,0,0,5
145,서울특별시 중구 입정동,중구,입정동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0
146,서울특별시 중구 산림동,중구,산림동,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,1,0,0,0,0,0,1
147,서울특별시 중구 충무로3가,중구,충무로3가,0.0,0.0,0.0,0.21,0.4,0.25,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,3,2,0,0,0,0,6
148,서울특별시 중구 초동,중구,초동,0.0,0.0,0.0,0.43,0.13,0.25,0.0,0.0,0.0,0.0,0.81,2339.0,2189.0,2026.0,4030,2679,66.5,0,0,0,2,1,2,0,0,0,0,5
149,서울특별시 중구 인현동1가,중구,인현동1가,0.0,0.0,0.0,0.21,0.13,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,1,0,0,0,0,0,2
150,서울특별시 중구 저동2가,중구,저동2가,0.0,0.0,0.0,0.21,0.4,0.12,0.43,0.0,0.0,0.0,1.17,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,3,1,1,0,0,0,6
151,서울특별시 중구 신당동,중구,신당동,0.0,2.5,3.33,3.62,2.53,2.5,0.43,0.0,0.0,0.0,14.92,2227.33,1895.25,1728.32,4030,2679,66.5,0,2,1,17,19,20,1,0,0,0,60
152,서울특별시 중구 흥인동,중구,흥인동,0.0,0.0,3.33,0.21,0.13,0.38,0.87,0.0,0.0,0.0,4.92,0.0,0.0,0.0,4030,2679,66.5,0,0,1,1,1,3,2,0,0,0,8
153,서울특별시 중구 무학동,중구,무학동,0.0,0.0,0.0,0.21,0.13,0.12,0.0,0.0,0.0,0.0,0.47,0.0,1868.0,1698.0,4030,2679,66.5,0,0,0,1,1,1,0,0,0,0,3
154,서울특별시 중구 황학동,중구,황학동,0.0,0.0,6.67,0.64,0.4,0.5,0.43,5.0,0.0,0.0,13.64,0.0,0.0,0.0,4030,2679,66.5,0,0,2,3,3,4,1,1,0,0,14
155,서울특별시 중구 서소문동,중구,서소문동,0.0,0.0,0.0,0.43,0.27,0.25,1.74,0.0,0.0,0.0,2.68,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,2,2,4,0,0,0,10
156,서울특별시 중구 정동,중구,정동,0.0,0.0,0.0,0.43,0.13,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,1,0,0,0,0,0,3
157,서울특별시 중구 순화동,중구,순화동,0.0,0.0,3.33,0.21,0.67,0.62,0.87,0.0,0.0,0.0,5.71,0.0,0.0,0.0,4030,2679,66.5,0,0,1,1,5,5,2,0,0,0,14
158,서울특별시 중구 의주로1가,중구,의주로1가,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,0,0,0,0,0,0,1
159,서울특별시 중구 충정로1가,중구,충정로1가,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.43,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,1,0,0,0,1
160,서울특별시 중구 중림동,중구,중림동,0.0,0.0,0.0,0.43,0.4,0.38,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,3,3,0,0,0,0,8
161,서울특별시 중구 의주로2가,중구,의주로2가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0
162,서울특별시 중구 만리동1가,중구,만리동1가,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,1,0,0,0,0,1
163,서울특별시 중구 만리동2가,중구,만리동2가,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,2,0,0,0,0,0,2
164,서울특별시 용산구,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
165,서울특별시 용산구 후암동,용산구,후암동,0.0,1.25,0.0,0.64,0.67,0.62,0.0,0.0,0.0,0.0,3.18,2297.0,1955.14,1865.14,3411,2543,74.6,0,1,0,3,5,5,0,0,0,0,14
166,서울특별시 용산구 용산동2가,용산구,용산동2가,0.0,0.0,0.0,0.43,0.53,0.62,0.43,0.0,0.0,0.0,2.02,0.0,0.0,0.0,3411,2543,74.6,0,0,0,2,4,5,1,0,0,0,12
167,서울특별시 용산구 용산동4가,용산구,용산동4가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3411,2543,74.6,0,0,0,0,0,0,0,0,0,0,0
168,서울특별시 용산구 갈월동,용산구,갈월동,0.0,1.25,0.0,0.43,0.27,0.62,0.87,0.0,0.0,0.0,3.44,2249.0,1999.0,1899.0,3411,2543,74.6,0,1,0,2,2,5,2,0,0,0,12
169,서울특별시 용산구 남영동,용산구,남영동,0.0,0.0,0.0,0.0,0.27,0.12,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,3411,2543,74.6,0,0,0,0,2,1,0,0,0,0,3
170,서울특별시 용산구 용산동1가,용산구,용산동1가,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,3411,2543,74.6,0,0,0,0,1,0,0,0,0,0,1
171,서울특별시 용산구 동자동,용산구,동자동,3.33,2.5,3.33,0.21,0.27,0.62,0.43,0.0,0.0,0.0,10.71,2390.0,2090.0,1890.0,3411,2543,74.6,1,2,1,1,2,5,1,0,0,0,13
172,서울특별시 용산구 서계동,용산구,서계동,0.0,1.25,0.0,0.64,0.13,0.25,0.0,0.0,0.0,0.0,2.27,2174.0,2048.0,1906.0,3411,2543,74.6,0,1,0,3,1,2,0,0,0,0,7
173,서울특별시 용산구 청파동1가,용산구,청파동1가,0.0,0.0,0.0,0.43,0.13,0.12,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,3411,2543,74.6,0,0,0,2,1,1,0,0,0,0,4
174,서울특별시 용산구 청파동2가,용산구,청파동2가,0.0,0.0,0.0,0.64,0.0,0.12,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,3411,2543,74.6,0,0,0,3,0,1,0,0,0,0,4
175,서울특별시 용산구 청파동3가,용산구,청파동3가,0.0,0.0,0.0,0.0,0.4,0.38,0.43,0.0,0.0,0.0,1.21,0.0,0.0,0.0,3411,2543,74.6,0,0,0,0,3,3,1,0,0,0,7
176,서울특별시 용산구 원효로1가,용산구,원효로1가,0.0,0.0,0.0,0.43,0.13,0.25,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,3411,2543,74.6,0,0,0,2,1,2,0,0,0,0,5
177,서울특별시 용산구 원효로2가,용산구,원효로2가,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.26,2169.0,1934.0,1768.0,3411,2543,74.6,0,0,0,0,1,1,0,0,0,0,2
178,서울특별시 용산구 신창동,용산구,신창동,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,3411,2543,74.6,0,0,0,0,1,0,0,0,0,0,1
179,서울특별시 용산구 산천동,용산구,산천동,0.0,0.0,0.0,0.21,0.0,0.12,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,3411,2543,74.6,0,0,0,1,0,1,0,0,0,0,2
180,서울특별시 용산구 청암동,용산구,청암동,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,2089.0,1799.0,1691.86,3411,2543,74.6,0,0,0,0,1,0,0,0,0,0,1
181,서울특별시 용산구 원효로3가,용산구,원효로3가,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.26,2160.0,1940.0,1795.0,3411,2543,74.6,0,0,0,0,1,1,0,0,0,0,2
