,id,address,gu,dong,mac_score,lot_score,burgerking_score,seveneleven_score,cu_score,gs25_score,starbucks_score,lottecinema_score,megabox_score,cgv_score,total_score,high_oil,oil,oil2,total,catch,percent,mac_count,lot_count,burgerking_count,seveneleven_count,cu_count,gs25_count,starbucks_count,lottecinema_count,megabox_count,cgv_count,total_count,first,second,third,first_mapx,first_mapy,second_mapx,second_mapy,third_mapx,third_mapy
78,78,서울특별시 종로구 평동,종로구,평동,0.0,0.0,0.0,0.43,0.4,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,3690,3913,106.0,0,0,0,2,3,0,0,0,0,0,5,부암동,장충동1가,남창동,37.594148,126.964248,37.561397,127.007583,37.558450,126.977464
79,79,서울특별시 종로구 송월동,종로구,송월동,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,3690,3913,106.0,0,0,0,0,1,0,0,0,0,0,1,남대문로3가,봉래동1가,산림동,37.561033,126.978259,37.558687,126.972589,37.567564,126.996085
80,80,서울특별시 종로구 홍파동,종로구,홍파동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3690,3913,106.0,0,0,0,0,0,0,0,0,0,0,0,,남대문로2가,봉래동2가,,,37.563785,126.981752,37.557841,126.970620
81,81,서울특별시 종로구 교북동,종로구,교북동,0.0,0.0,0.0,0.21,0.0,0.12,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,3690,3913,106.0,0,0,0,1,0,1,0,0,0,0,2,무악동,산천동,삼선동1가,37.575906,126.959334,37.535428,126.952396,37.585059,127.007942
82,82,서울특별시 종로구 행촌동,종로구,행촌동,0.0,0.0,0.0,0.21,0.27,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,3690,3913,106.0,0,0,0,1,2,0,0,0,0,0,3,공평동,와룡동,익선동,37.571692,126.982996,37.576950,126.991141,37.574082,126.989819
83,83,서울특별시 종로구 구기동,종로구,구기동,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,3690,3913,106.0,0,0,0,0,2,0,0,0,0,0,2,만리동2가,응봉동,외발산동,37.553986,126.964150,37.551169,127.031462,37.546721,126.821871
84,84,서울특별시 종로구 평창동,종로구,평창동,0.0,0.0,0.0,0.21,0.53,0.25,0.43,0.0,0.0,0.0,1.43,2143.0,1781.67,1631.67,3690,3913,106.0,0,0,0,1,4,2,1,0,0,0,8,우이동,신공덕동,온수동,37.658785,127.011190,37.544374,126.956854,37.493507,126.820255
85,85,서울특별시 종로구 부암동,종로구,부암동,0.0,0.0,0.0,0.43,0.27,0.12,0.0,0.0,0.0,0.0,0.82,1900.0,1664.57,1494.57,3690,3913,106.0,0,0,0,2,2,1,0,0,0,0,5,장충동1가,남창동,초동,37.561397,127.007583,37.558450,126.977464,37.564226,126.992375
86,86,서울특별시 종로구 홍지동,종로구,홍지동,0.0,0.0,0.0,0.21,0.13,0.25,0.0,0.0,0.0,0.0,0.6,1900.0,1574.0,1434.0,3690,3913,106.0,0,0,0,1,1,2,0,0,0,0,4,항동,문래동5가,필동1가,37.484059,126.822980,37.515863,126.885676,37.560992,126.992264
87,87,서울특별시 종로구 신영동,종로구,신영동,0.0,0.0,0.0,0.21,0.13,0.12,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,3690,3913,106.0,0,0,0,1,1,1,0,0,0,0,3,무학동,동소문동4가,동소문동5가,37.564149,127.015091,37.591541,127.010756,37.591666,127.015590
88,88,서울특별시 종로구 무악동,종로구,무악동,0.0,0.0,0.0,0.21,0.0,0.12,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,3690,3913,106.0,0,0,0,1,0,1,0,0,0,0,2,산천동,삼선동1가,양평동6가,37.535428,126.952396,37.585059,127.007942,37.542645,126.890065
89,89,서울특별시 중구,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
90,90,서울특별시 중구 무교동,중구,무교동,0.0,0.0,3.33,0.85,0.0,0.0,0.43,0.0,0.0,0.0,4.62,0.0,0.0,0.0,4030,2679,66.5,0,0,1,4,0,0,1,0,0,0,6,대현동,문래동3가,역촌동,37.558086,126.944504,37.516929,126.897249,37.604770,126.915663
91,91,서울특별시 중구 다동,중구,다동,0.0,0.0,0.0,0.43,0.13,0.38,0.43,0.0,0.0,0.0,1.37,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,1,3,1,0,0,0,7,당산동5가,옥수동,고덕동,37.532856,126.899187,37.542764,127.014662,37.561068,127.160582
92,92,서울특별시 중구 태평로1가,중구,태평로1가,0.0,0.0,0.0,0.0,0.27,0.25,0.43,0.0,0.0,0.0,0.95,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,2,2,1,0,0,0,5,명륜1가,동선동2가,성북동1가,37.588347,126.997733,37.590091,127.020053,37.589374,127.003652
93,93,서울특별시 중구 을지로1가,중구,을지로1가,3.33,0.0,0.0,0.0,0.13,0.0,0.87,0.0,0.0,0.0,4.34,0.0,0.0,0.0,4030,2679,66.5,1,0,0,0,1,0,2,0,0,0,4,필동3가,남현동,일원동,37.559069,126.997152,37.474116,126.976721,37.491326,127.083799
94,94,서울특별시 중구 을지로2가,중구,을지로2가,0.0,0.0,0.0,0.85,0.27,0.25,2.17,0.0,0.0,0.0,3.54,0.0,0.0,0.0,4030,2679,66.5,0,0,0,4,2,2,5,0,0,0,13,연남동,회현동3가,갈월동,37.562962,126.921783,37.560060,126.984082,37.546267,126.972941
95,95,서울특별시 중구 남대문로1가,중구,남대문로1가,0.0,0.0,0.0,0.21,0.0,0.0,0.43,0.0,0.0,0.0,0.65,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,0,0,1,0,0,0,2,본동,한강로1가,금호동1가,37.511491,126.954336,37.534384,126.973765,37.554697,127.023412
96,96,서울특별시 중구 삼각동,중구,삼각동,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.43,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,1,0,0,0,1,예장동,충정로1가,현저동,37.557397,126.990492,37.567411,126.968642,37.576486,126.954220
97,97,서울특별시 중구 수하동,중구,수하동,0.0,0.0,0.0,0.43,0.13,0.12,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,1,1,0,0,0,0,4,광희동2가,쌍림동,오장동,37.563799,127.008655,37.563176,127.004625,37.564685,127.000700
98,98,서울특별시 중구 장교동,중구,장교동,0.0,0.0,0.0,0.43,0.0,0.12,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,0,1,0,0,0,0,3,수표동,북창동,을지로5가,37.567358,126.989674,37.562500,126.978056,37.566455,127.001862
99,99,서울특별시 중구 수표동,중구,수표동,0.0,0.0,0.0,0.43,0.0,0.12,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,0,1,0,0,0,0,3,북창동,을지로5가,현석동,37.562500,126.978056,37.566455,127.001862,37.543840,126.933903
100,100,서울특별시 중구 소공동,중구,소공동,0.0,1.25,0.0,0.21,0.0,0.12,1.3,5.0,0.0,0.0,7.89,0.0,0.0,0.0,4030,2679,66.5,0,1,0,1,0,1,3,1,0,0,7,창신동,묵동,월계동,37.574729,127.012062,37.611266,127.077829,37.622192,127.058650
101,101,서울특별시 중구 남창동,중구,남창동,0.0,0.0,0.0,0.43,0.13,0.25,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,1,2,0,0,0,0,5,초동,원효로1가,인사동,37.564226,126.992375,37.539977,126.966998,37.571837,126.986206
102,102,서울특별시 중구 북창동,중구,북창동,0.0,0.0,0.0,0.43,0.0,0.12,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,0,1,0,0,0,0,3,을지로5가,현석동,내곡동,37.566455,127.001862,37.543840,126.933903,37.456881,127.074171
103,103,서울특별시 중구 태평로2가,중구,태평로2가,0.0,0.0,3.33,0.21,0.4,0.38,0.43,0.0,0.0,0.0,4.76,0.0,0.0,0.0,4030,2679,66.5,0,0,1,1,3,3,1,0,0,0,9,명동1가,한남동,무교동,37.564135,126.984148,37.533889,127.003955,37.567732,126.979171
104,104,서울특별시 중구 남대문로2가,중구,남대문로2가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0,봉래동2가,남산동3가,인현동2가,37.557841,126.970620,37.560392,126.987105,37.563780,126.995779
105,105,서울특별시 중구 남대문로3가,중구,남대문로3가,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,1,0,0,0,0,0,1,봉래동1가,산림동,용산동1가,37.558687,126.972589,37.567564,126.996085,37.534968,126.977282
106,106,서울특별시 중구 남대문로4가,중구,남대문로4가,0.0,0.0,0.0,0.21,0.13,0.25,0.87,0.0,0.0,0.0,1.47,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,1,2,2,0,0,0,6,장충동2가,평창동,우이동,37.559910,127.002560,37.610420,126.969837,37.658785,127.011190
107,107,서울특별시 중구 남대문로5가,중구,남대문로5가,0.0,0.0,3.33,0.85,0.27,0.62,1.3,0.0,0.0,0.0,6.38,2430.86,2278.0,2087.0,4030,2679,66.5,0,0,1,4,2,5,3,0,0,0,15,답십리동,당산동6가,암사동,37.569883,127.056757,37.534373,126.903445,37.552497,127.133010
108,108,서울특별시 중구 봉래동1가,중구,봉래동1가,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,2654.0,2311.0,2165.57,4030,2679,66.5,0,0,0,0,1,0,0,0,0,0,1,산림동,용산동1가,신창동,37.567564,126.996085,37.534968,126.977282,37.535730,126.955199
109,109,서울특별시 중구 봉래동2가,중구,봉래동2가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0,남산동3가,인현동2가,예관동,37.560392,126.987105,37.563780,126.995779,37.564357,126.998220
110,110,서울특별시 중구 회현동1가,중구,회현동1가,0.0,0.0,3.33,0.85,0.4,0.25,0.43,0.0,0.0,0.0,5.27,0.0,0.0,0.0,4030,2679,66.5,0,0,1,4,3,2,1,0,0,0,11,용두동,혜화동,흥인동,37.576328,127.034621,37.587955,127.001157,37.566792,127.016839
111,111,서울특별시 중구 회현동2가,중구,회현동2가,0.0,0.0,0.0,0.21,0.0,0.12,0.43,0.0,0.0,0.0,0.77,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,0,1,1,0,0,0,3,용산동5가,당산동2가,청파동2가,37.527123,126.970830,37.522967,126.892688,37.546067,126.967745
112,112,서울특별시 중구 회현동3가,중구,회현동3가,3.33,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,4030,2679,66.5,1,0,0,0,1,0,0,0,0,0,2,갈월동,마천동,용답동,37.546267,126.972941,37.497117,127.152393,37.564354,127.052795
113,113,서울특별시 중구 충무로1가,중구,충무로1가,0.0,0.0,0.0,0.43,0.13,0.12,1.74,0.0,0.0,0.0,2.42,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,1,1,4,0,0,0,8,보광동,장위동,서계동,37.528858,126.999766,37.614232,127.050118,37.552113,126.966089
114,114,서울특별시 중구 충무로2가,중구,충무로2가,0.0,0.0,0.0,0.64,0.13,0.25,0.43,0.0,0.0,5.0,6.46,0.0,0.0,0.0,4030,2679,66.5,0,0,0,3,1,2,1,0,0,1,8,남대문로5가,답십리동,당산동6가,37.557154,126.974366,37.569883,127.056757,37.534373,126.903445
115,115,서울특별시 중구 명동1가,중구,명동1가,3.33,0.0,0.0,0.43,0.13,0.0,0.87,0.0,0.0,0.0,4.76,0.0,0.0,0.0,4030,2679,66.5,1,0,0,2,1,0,2,0,0,0,6,한남동,무교동,대현동,37.533889,127.003955,37.567732,126.979171,37.558086,126.944504
116,116,서울특별시 중구 명동2가,중구,명동2가,0.0,0.0,0.0,0.85,0.0,0.0,0.87,0.0,0.0,5.0,6.72,0.0,0.0,0.0,4030,2679,66.5,0,0,0,4,0,0,2,0,0,1,7,개포동,동선동1가,녹번동,37.478260,127.052024,37.592065,127.018260,37.605253,126.929107
117,117,서울특별시 중구 남산동1가,중구,남산동1가,0.0,0.0,0.0,0.21,0.0,0.25,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,0,2,0,0,0,0,3,신계동,서빙고동,삼각동,37.534581,126.964922,37.521042,126.993023,37.567588,126.983748
118,118,서울특별시 중구 남산동2가,중구,남산동2가,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,0,0,0,0,0,0,1,의주로1가,동선동5가,영천동,37.564783,126.968176,37.596185,127.016726,37.570759,126.960460
119,119,서울특별시 중구 남산동3가,중구,남산동3가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0,인현동2가,예관동,남학동,37.563780,126.995779,37.564357,126.998220,37.560410,126.990860
120,120,서울특별시 중구 저동1가,중구,저동1가,0.0,0.0,0.0,0.0,0.13,0.25,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,1,2,0,0,0,0,3,을지로7가,홍익동,안암동1가,37.565117,127.009288,37.566144,127.032921,37.588393,127.021456
121,121,서울특별시 중구 충무로4가,중구,충무로4가,0.0,0.0,3.33,0.43,0.13,0.0,0.0,0.0,0.0,0.0,3.89,0.0,0.0,0.0,4030,2679,66.5,0,0,1,2,1,0,0,0,0,0,4,대흥동,합정동,동소문동1가,37.551055,126.943731,37.549046,126.911558,37.589858,127.007460
122,122,서울특별시 중구 충무로5가,중구,충무로5가,0.0,0.0,0.0,0.43,0.27,0.12,0.43,0.0,0.0,0.0,1.25,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,2,1,1,0,0,0,6,금호동4가,성북동,청파동3가,37.547468,127.020060,37.594567,126.997514,37.543407,126.968276
123,123,서울특별시 중구 인현동2가,중구,인현동2가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0,예관동,남학동,주자동,37.564357,126.998220,37.560410,126.990860,37.560755,126.989850
124,124,서울특별시 중구 예관동,중구,예관동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0,남학동,주자동,방산동,37.560410,126.990860,37.560755,126.989850,37.568469,127.001903
125,125,서울특별시 중구 묵정동,중구,묵정동,0.0,0.0,0.0,0.0,0.27,0.12,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,2,1,0,0,0,0,3,남영동,미근동,저동1가,37.542934,126.973410,37.563162,126.967026,37.564362,126.987314
126,126,서울특별시 중구 필동1가,중구,필동1가,0.0,0.0,0.0,0.21,0.0,0.38,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,0,3,0,0,0,0,4,교남동,재동,연지동,37.567917,126.965108,37.578363,126.985575,37.573590,126.999447
127,127,서울특별시 중구 필동2가,중구,필동2가,0.0,0.0,0.0,0.21,0.27,0.25,0.87,0.0,0.0,0.0,1.6,2423.5,2198.5,2013.5,4030,2679,66.5,0,0,0,1,2,2,2,0,0,0,7,양평동5가,명륜3가,영등포동1가,37.538964,126.893422,37.588359,126.994739,37.517710,126.913057
128,128,서울특별시 중구 필동3가,중구,필동3가,0.0,0.0,3.33,0.43,0.4,0.12,0.0,0.0,0.0,0.0,4.28,0.0,0.0,0.0,4030,2679,66.5,0,0,1,2,3,1,0,0,0,0,7,남현동,일원동,숭인동,37.474116,126.976721,37.491326,127.083799,37.575979,127.018802
129,129,서울특별시 중구 남학동,중구,남학동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0,주자동,방산동,입정동,37.560755,126.989850,37.568469,127.001903,37.567709,126.993042
130,130,서울특별시 중구 주자동,중구,주자동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0,방산동,입정동,의주로2가,37.568469,127.001903,37.567709,126.993042,37.559382,126.969985
131,131,서울특별시 중구 예장동,중구,예장동,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,0,0,0,0,0,0,2,충정로1가,현저동,묵정동,37.567411,126.968642,37.576486,126.954220,37.561401,127.000871
132,132,서울특별시 중구 장충동1가,중구,장충동1가,0.0,0.0,0.0,0.0,0.13,0.25,0.43,0.0,0.0,0.0,0.82,2450.0,2250.0,2029.0,4030,2679,66.5,0,0,0,0,1,2,1,0,0,0,4,남창동,초동,원효로1가,37.558450,126.977464,37.564226,126.992375,37.539977,126.966998
133,133,서울특별시 중구 장충동2가,중구,장충동2가,0.0,0.0,0.0,0.43,0.53,0.5,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,4,4,0,0,0,0,10,평창동,우이동,신공덕동,37.610420,126.969837,37.658785,127.011190,37.544374,126.956854
134,134,서울특별시 중구 광희동1가,중구,광희동1가,0.0,0.0,0.0,0.0,0.13,0.12,0.43,0.0,0.0,0.0,0.69,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,1,1,1,0,0,0,3,수하동,광희동2가,쌍림동,37.567242,126.984082,37.563799,127.008655,37.563176,127.004625
135,135,서울특별시 중구 광희동2가,중구,광희동2가,0.0,0.0,0.0,0.43,0.13,0.12,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,1,1,0,0,0,0,4,쌍림동,오장동,청파동1가,37.563176,127.004625,37.564685,127.000700,37.548870,126.967046
136,136,서울특별시 중구 쌍림동,중구,쌍림동,0.0,0.0,0.0,0.43,0.13,0.12,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,1,1,0,0,0,0,4,오장동,청파동1가,용문동,37.564685,127.000700,37.548870,126.967046,37.537571,126.959936
137,137,서울특별시 중구 을지로6가,중구,을지로6가,0.0,1.25,0.0,1.06,0.67,0.25,0.87,0.0,10.0,5.0,19.1,0.0,0.0,0.0,4030,2679,66.5,0,1,0,5,5,2,2,0,1,1,17,상암동,공릉동,청담동,37.577131,126.893488,37.623601,127.077388,37.523404,127.046858
138,138,서울특별시 중구 을지로7가,중구,을지로7가,0.0,0.0,0.0,0.0,0.13,0.25,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,1,2,0,0,0,0,3,홍익동,안암동1가,보문동2가,37.566144,127.032921,37.588393,127.021456,37.585602,127.018306
139,139,서울특별시 중구 을지로4가,중구,을지로4가,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,2,0,0,0,0,2,안암동3가,보문동1가,천왕동,37.583915,127.023280,37.586226,127.019779,37.482016,126.841789
140,140,서울특별시 중구 을지로5가,중구,을지로5가,0.0,0.0,0.0,0.0,0.27,0.25,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,2,2,0,0,0,0,4,현석동,내곡동,필운동,37.543840,126.933903,37.456881,127.074171,37.577076,126.968848
141,141,서울특별시 중구 주교동,중구,주교동,0.0,0.0,0.0,0.21,0.13,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,1,0,0,0,0,0,2,인현동1가,원효로4가,보문동6가,37.564472,126.994232,37.533504,126.952763,37.580444,127.019694
142,142,서울특별시 중구 방산동,중구,방산동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0,입정동,의주로2가,,37.567709,126.993042,37.559382,126.969985,,
143,143,서울특별시 중구 오장동,중구,오장동,0.0,0.0,0.0,0.43,0.13,0.12,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,1,1,0,0,0,0,4,청파동1가,용문동,통의동,37.548870,126.967046,37.537571,126.959936,37.578307,126.972872
144,144,서울특별시 중구 을지로3가,중구,을지로3가,0.0,0.0,0.0,0.64,0.27,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,4030,2679,66.5,0,0,0,3,2,0,0,0,0,0,5,문배동,동빙고동,당산동,37.536423,126.969346,37.523599,126.995949,37.528625,126.907439
145,145,서울특별시 중구 입정동,중구,입정동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0,의주로2가,,용산동4가,37.559382,126.969985,,,37.534964,126.986876
146,146,서울특별시 중구 산림동,중구,산림동,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,1,0,0,0,0,0,1,용산동1가,신창동,청암동,37.534968,126.977282,37.535730,126.955199,37.535040,126.946500
147,147,서울특별시 중구 충무로3가,중구,충무로3가,0.0,0.0,0.0,0.21,0.4,0.25,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,3,2,0,0,0,0,6,신문로1가,평동,부암동,37.570366,126.973968,37.567121,126.967018,37.594148,126.964248
148,148,서울특별시 중구 초동,중구,초동,0.0,0.0,0.0,0.43,0.13,0.25,0.0,0.0,0.0,0.0,0.81,2339.0,2189.0,2026.0,4030,2679,66.5,0,0,0,2,1,2,0,0,0,0,5,원효로1가,인사동,금호동2가,37.539977,126.966998,37.571837,126.986206,37.552482,127.020133
149,149,서울특별시 중구 인현동1가,중구,인현동1가,0.0,0.0,0.0,0.21,0.13,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,1,0,0,0,0,0,2,원효로4가,보문동6가,보문동7가,37.533504,126.952763,37.580444,127.019694,37.580033,127.021820
150,150,서울특별시 중구 저동2가,중구,저동2가,0.0,0.0,0.0,0.21,0.4,0.12,0.43,0.0,0.0,0.0,1.17,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,3,1,1,0,0,0,6,당산동1가,압구정동,서린동,37.522336,126.898748,37.528752,127.031766,37.569668,126.979809
151,151,서울특별시 중구 신당동,중구,신당동,0.0,2.5,3.33,3.62,2.53,2.5,0.43,0.0,0.0,0.0,14.92,2227.33,1895.25,1728.32,4030,2679,66.5,0,2,1,17,19,20,1,0,0,0,60,전농동,응암동,면목동,37.579797,127.053848,37.592677,126.920257,37.584420,127.086487
152,152,서울특별시 중구 흥인동,중구,흥인동,0.0,0.0,3.33,0.21,0.13,0.38,0.87,0.0,0.0,0.0,4.92,0.0,0.0,0.0,4030,2679,66.5,0,0,1,1,1,3,2,0,0,0,8,태평로2가,명동1가,한남동,37.563334,126.976861,37.564135,126.984148,37.533889,127.003955
153,153,서울특별시 중구 무학동,중구,무학동,0.0,0.0,0.0,0.21,0.13,0.12,0.0,0.0,0.0,0.0,0.47,0.0,1868.0,1698.0,4030,2679,66.5,0,0,0,1,1,1,0,0,0,0,3,동소문동4가,동소문동5가,동소문동6가,37.591541,127.010756,37.591666,127.015590,37.593770,127.014858
154,154,서울특별시 중구 황학동,중구,황학동,0.0,0.0,6.67,0.64,0.4,0.5,0.43,5.0,0.0,0.0,13.64,0.0,0.0,0.0,4030,2679,66.5,0,0,2,3,3,4,1,1,0,0,14,방학동,송파동,쌍문동,37.666224,127.036650,37.506058,127.111216,37.652731,127.028710
155,155,서울특별시 중구 서소문동,중구,서소문동,0.0,0.0,0.0,0.43,0.27,0.25,1.74,0.0,0.0,0.0,2.68,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,2,2,4,0,0,0,10,상수동,충정로2가,창전동,37.547431,126.922946,37.565192,126.964529,37.550966,126.929835
156,156,서울특별시 중구 정동,중구,정동,0.0,0.0,0.0,0.43,0.13,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,1,0,0,0,0,0,3,안암동2가,장교동,수표동,37.586638,127.022973,37.567116,126.987193,37.567358,126.989674
157,157,서울특별시 중구 순화동,중구,순화동,0.0,0.0,3.33,0.21,0.67,0.62,0.87,0.0,0.0,0.0,5.71,0.0,0.0,0.0,4030,2679,66.5,0,0,1,1,5,5,2,0,0,0,14,신설동,오금동,하계동,37.575204,127.026023,37.503984,127.135124,37.636890,127.073145
158,158,서울특별시 중구 의주로1가,중구,의주로1가,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,4030,2679,66.5,0,0,0,1,0,0,0,0,0,0,1,동선동5가,영천동,토정동,37.596185,127.016726,37.570759,126.960460,37.540350,126.940474
159,159,서울특별시 중구 충정로1가,중구,충정로1가,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.43,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,1,0,0,0,1,현저동,묵정동,남영동,37.576486,126.954220,37.561401,127.000871,37.542934,126.973410
160,160,서울특별시 중구 중림동,중구,중림동,0.0,0.0,0.0,0.43,0.4,0.38,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,4030,2679,66.5,0,0,0,2,3,3,0,0,0,0,8,양평동2가,상월곡동,명륜4가,37.524270,126.884578,37.606723,127.048393,37.582225,127.000008
161,161,서울특별시 중구 의주로2가,중구,의주로2가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,0,0,0,0,0,0,,용산동4가,용산동3가,,,37.534964,126.986876,37.533189,126.974319
162,162,서울특별시 중구 만리동1가,중구,만리동1가,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,0,1,0,0,0,0,1,동소문동3가,삼선동3가,구수동,37.590052,127.010816,37.586298,127.012802,37.545679,126.932695
163,163,서울특별시 중구 만리동2가,중구,만리동2가,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,4030,2679,66.5,0,0,0,0,2,0,0,0,0,0,2,응봉동,외발산동,과해동,37.551169,127.031462,37.546721,126.821871,37.560661,126.794953
164,164,서울특별시 용산구,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
