,address,gu,dong,mac_count,lot_count,burgerking_count,seveneleven_count,cu_count,gs25_count,starbucks_count,lottecinema_count,megabox_count,cgv_count,total_count
55,서울특별시 종로구 장사동,종로구,장사동,0,0,0,0,0,1,0,0,0,0,1
56,서울특별시 종로구 관수동,종로구,관수동,0,0,0,2,1,2,2,0,0,0,7
57,서울특별시 종로구 종로3가,종로구,종로3가,1,0,0,0,2,0,1,0,0,0,4
58,서울특별시 종로구 인의동,종로구,인의동,0,0,0,2,0,1,1,0,0,0,4
59,서울특별시 종로구 예지동,종로구,예지동,0,0,0,1,0,0,0,0,0,0,1
60,서울특별시 종로구 원남동,종로구,원남동,0,0,0,0,1,0,0,0,0,0,1
61,서울특별시 종로구 연지동,종로구,연지동,0,0,0,2,1,0,0,0,0,0,3
62,서울특별시 종로구 종로4가,종로구,종로4가,0,0,0,1,1,0,0,0,0,0,2
63,서울특별시 종로구 효제동,종로구,효제동,0,0,0,0,3,2,0,0,0,0,5
64,서울특별시 종로구 종로5가,종로구,종로5가,0,0,0,1,1,2,0,0,0,0,4
65,서울특별시 종로구 종로6가,종로구,종로6가,0,0,0,1,2,1,0,0,0,0,4
66,서울특별시 종로구 이화동,종로구,이화동,0,0,0,1,1,0,0,0,0,0,2
67,서울특별시 종로구 연건동,종로구,연건동,0,0,0,1,3,2,1,0,0,0,7
68,서울특별시 종로구 충신동,종로구,충신동,0,0,0,1,1,0,0,0,0,0,2
69,서울특별시 종로구 동숭동,종로구,동숭동,1,0,0,2,3,5,3,0,0,0,14
70,서울특별시 종로구 혜화동,종로구,혜화동,0,1,1,1,0,2,0,0,0,0,5
71,서울특별시 종로구 명륜1가,종로구,명륜1가,0,0,0,2,2,2,0,0,0,0,6
72,서울특별시 종로구 명륜2가,종로구,명륜2가,1,0,0,2,2,1,0,0,0,1,7
73,서울특별시 종로구 명륜4가,종로구,명륜4가,0,0,0,1,3,1,1,0,0,0,6
74,서울특별시 종로구 명륜3가,종로구,명륜3가,0,0,0,2,4,1,1,0,0,0,8
75,서울특별시 종로구 창신동,종로구,창신동,1,2,0,4,6,3,0,0,0,0,16
76,서울특별시 종로구 숭인동,종로구,숭인동,0,0,0,7,5,12,1,0,0,0,25
77,서울특별시 종로구 교남동,종로구,교남동,0,0,0,0,1,0,1,0,0,0,2
78,서울특별시 종로구 평동,종로구,평동,0,0,0,2,3,0,0,0,0,0,5
79,서울특별시 종로구 송월동,종로구,송월동,0,0,0,0,1,0,0,0,0,0,1
80,서울특별시 종로구 홍파동,종로구,홍파동,0,0,0,0,0,0,0,0,0,0,0
81,서울특별시 종로구 교북동,종로구,교북동,0,0,0,1,0,1,0,0,0,0,2
82,서울특별시 종로구 행촌동,종로구,행촌동,0,0,0,1,2,0,0,0,0,0,3
83,서울특별시 종로구 구기동,종로구,구기동,0,0,0,0,2,0,0,0,0,0,2
84,서울특별시 종로구 평창동,종로구,평창동,0,0,0,1,4,2,1,0,0,0,8
85,서울특별시 종로구 부암동,종로구,부암동,0,0,0,2,2,1,0,0,0,0,5
86,서울특별시 종로구 홍지동,종로구,홍지동,0,0,0,1,1,2,0,0,0,0,4
87,서울특별시 종로구 신영동,종로구,신영동,0,0,0,1,1,1,0,0,0,0,3
88,서울특별시 종로구 무악동,종로구,무악동,0,0,0,1,0,1,0,0,0,0,2
89,서울특별시 중구,,,0,0,0,0,0,0,0,0,0,0,0
90,서울특별시 중구 무교동,중구,무교동,0,0,1,4,0,0,1,0,0,0,6
91,서울특별시 중구 다동,중구,다동,0,0,0,2,1,3,1,0,0,0,7
92,서울특별시 중구 태평로1가,중구,태평로1가,0,0,0,0,2,2,1,0,0,0,5
93,서울특별시 중구 을지로1가,중구,을지로1가,1,0,0,0,1,0,2,0,0,0,4
94,서울특별시 중구 을지로2가,중구,을지로2가,0,0,0,4,2,2,5,0,0,0,13
95,서울특별시 중구 남대문로1가,중구,남대문로1가,0,0,0,1,0,0,1,0,0,0,2
96,서울특별시 중구 삼각동,중구,삼각동,0,0,0,0,0,0,1,0,0,0,1
97,서울특별시 중구 수하동,중구,수하동,0,0,0,2,1,1,0,0,0,0,4
98,서울특별시 중구 장교동,중구,장교동,0,0,0,2,0,1,0,0,0,0,3
99,서울특별시 중구 수표동,중구,수표동,0,0,0,2,0,1,0,0,0,0,3
100,서울특별시 중구 소공동,중구,소공동,0,1,0,1,0,1,3,1,0,0,7
101,서울특별시 중구 남창동,중구,남창동,0,0,0,2,1,2,0,0,0,0,5
102,서울특별시 중구 북창동,중구,북창동,0,0,0,2,0,1,0,0,0,0,3
103,서울특별시 중구 태평로2가,중구,태평로2가,0,0,1,1,3,3,1,0,0,0,9
104,서울특별시 중구 남대문로2가,중구,남대문로2가,0,0,0,0,0,0,0,0,0,0,0
105,서울특별시 중구 남대문로3가,중구,남대문로3가,0,0,0,0,1,0,0,0,0,0,1
106,서울특별시 중구 남대문로4가,중구,남대문로4가,0,0,0,1,1,2,2,0,0,0,6
107,서울특별시 중구 남대문로5가,중구,남대문로5가,0,0,1,4,2,5,3,0,0,0,15
108,서울특별시 중구 봉래동1가,중구,봉래동1가,0,0,0,0,1,0,0,0,0,0,1
109,서울특별시 중구 봉래동2가,중구,봉래동2가,0,0,0,0,0,0,0,0,0,0,0
110,서울특별시 중구 회현동1가,중구,회현동1가,0,0,1,4,3,2,1,0,0,0,11
111,서울특별시 중구 회현동2가,중구,회현동2가,0,0,0,1,0,1,1,0,0,0,3
112,서울특별시 중구 회현동3가,중구,회현동3가,1,0,0,0,1,0,0,0,0,0,2
113,서울특별시 중구 충무로1가,중구,충무로1가,0,0,0,2,1,1,4,0,0,0,8
114,서울특별시 중구 충무로2가,중구,충무로2가,0,0,0,3,1,2,1,0,0,1,8
115,서울특별시 중구 명동1가,중구,명동1가,1,0,0,2,1,0,2,0,0,0,6
116,서울특별시 중구 명동2가,중구,명동2가,0,0,0,4,0,0,2,0,0,1,7
117,서울특별시 중구 남산동1가,중구,남산동1가,0,0,0,1,0,2,0,0,0,0,3
118,서울특별시 중구 남산동2가,중구,남산동2가,0,0,0,1,0,0,0,0,0,0,1
119,서울특별시 중구 남산동3가,중구,남산동3가,0,0,0,0,0,0,0,0,0,0,0
120,서울특별시 중구 저동1가,중구,저동1가,0,0,0,0,1,2,0,0,0,0,3
121,서울특별시 중구 충무로4가,중구,충무로4가,0,0,1,2,1,0,0,0,0,0,4
122,서울특별시 중구 충무로5가,중구,충무로5가,0,0,0,2,2,1,1,0,0,0,6
123,서울특별시 중구 인현동2가,중구,인현동2가,0,0,0,0,0,0,0,0,0,0,0
124,서울특별시 중구 예관동,중구,예관동,0,0,0,0,0,0,0,0,0,0,0
125,서울특별시 중구 묵정동,중구,묵정동,0,0,0,0,2,1,0,0,0,0,3
126,서울특별시 중구 필동1가,중구,필동1가,0,0,0,1,0,3,0,0,0,0,4
127,서울특별시 중구 필동2가,중구,필동2가,0,0,0,1,2,2,2,0,0,0,7
128,서울특별시 중구 필동3가,중구,필동3가,0,0,1,2,3,1,0,0,0,0,7
129,서울특별시 중구 남학동,중구,남학동,0,0,0,0,0,0,0,0,0,0,0
130,서울특별시 중구 주자동,중구,주자동,0,0,0,0,0,0,0,0,0,0,0
131,서울특별시 중구 예장동,중구,예장동,0,0,0,2,0,0,0,0,0,0,2
132,서울특별시 중구 장충동1가,중구,장충동1가,0,0,0,0,1,2,1,0,0,0,4
133,서울특별시 중구 장충동2가,중구,장충동2가,0,0,0,2,4,4,0,0,0,0,10
134,서울특별시 중구 광희동1가,중구,광희동1가,0,0,0,0,1,1,1,0,0,0,3
135,서울특별시 중구 광희동2가,중구,광희동2가,0,0,0,2,1,1,0,0,0,0,4
136,서울특별시 중구 쌍림동,중구,쌍림동,0,0,0,2,1,1,0,0,0,0,4
137,서울특별시 중구 을지로6가,중구,을지로6가,0,1,0,5,5,2,2,0,1,1,17
138,서울특별시 중구 을지로7가,중구,을지로7가,0,0,0,0,1,2,0,0,0,0,3
139,서울특별시 중구 을지로4가,중구,을지로4가,0,0,0,0,0,2,0,0,0,0,2
140,서울특별시 중구 을지로5가,중구,을지로5가,0,0,0,0,2,2,0,0,0,0,4
141,서울특별시 중구 주교동,중구,주교동,0,0,0,1,1,0,0,0,0,0,2
142,서울특별시 중구 방산동,중구,방산동,0,0,0,0,0,0,0,0,0,0,0
143,서울특별시 중구 오장동,중구,오장동,0,0,0,2,1,1,0,0,0,0,4
144,서울특별시 중구 을지로3가,중구,을지로3가,0,0,0,3,2,0,0,0,0,0,5
145,서울특별시 중구 입정동,중구,입정동,0,0,0,0,0,0,0,0,0,0,0
146,서울특별시 중구 산림동,중구,산림동,0,0,0,0,1,0,0,0,0,0,1
147,서울특별시 중구 충무로3가,중구,충무로3가,0,0,0,1,3,2,0,0,0,0,6
148,서울특별시 중구 초동,중구,초동,0,0,0,2,1,2,0,0,0,0,5
149,서울특별시 중구 인현동1가,중구,인현동1가,0,0,0,1,1,0,0,0,0,0,2
150,서울특별시 중구 저동2가,중구,저동2가,0,0,0,1,3,1,1,0,0,0,6
151,서울특별시 중구 신당동,중구,신당동,0,2,1,17,19,20,1,0,0,0,60
152,서울특별시 중구 흥인동,중구,흥인동,0,0,1,1,1,3,2,0,0,0,8
153,서울특별시 중구 무학동,중구,무학동,0,0,0,1,1,1,0,0,0,0,3
154,서울특별시 중구 황학동,중구,황학동,0,0,2,3,3,4,1,1,0,0,14
155,서울특별시 중구 서소문동,중구,서소문동,0,0,0,2,2,2,4,0,0,0,10
156,서울특별시 중구 정동,중구,정동,0,0,0,2,1,0,0,0,0,0,3
157,서울특별시 중구 순화동,중구,순화동,0,0,1,1,5,5,2,0,0,0,14
158,서울특별시 중구 의주로1가,중구,의주로1가,0,0,0,1,0,0,0,0,0,0,1
159,서울특별시 중구 충정로1가,중구,충정로1가,0,0,0,0,0,0,1,0,0,0,1
160,서울특별시 중구 중림동,중구,중림동,0,0,0,2,3,3,0,0,0,0,8
161,서울특별시 중구 의주로2가,중구,의주로2가,0,0,0,0,0,0,0,0,0,0,0
162,서울특별시 중구 만리동1가,중구,만리동1가,0,0,0,0,0,1,0,0,0,0,1
163,서울특별시 중구 만리동2가,중구,만리동2가,0,0,0,0,2,0,0,0,0,0,2
164,서울특별시 용산구,,,0,0,0,0,0,0,0,0,0,0,0
165,서울특별시 용산구 후암동,용산구,후암동,0,1,0,3,5,5,0,0,0,0,14
166,서울특별시 용산구 용산동2가,용산구,용산동2가,0,0,0,2,4,5,1,0,0,0,12
167,서울특별시 용산구 용산동4가,용산구,용산동4가,0,0,0,0,0,0,0,0,0,0,0
168,서울특별시 용산구 갈월동,용산구,갈월동,0,1,0,2,2,5,2,0,0,0,12
169,서울특별시 용산구 남영동,용산구,남영동,0,0,0,0,2,1,0,0,0,0,3
170,서울특별시 용산구 용산동1가,용산구,용산동1가,0,0,0,0,1,0,0,0,0,0,1
171,서울특별시 용산구 동자동,용산구,동자동,1,2,1,1,2,5,1,0,0,0,13
172,서울특별시 용산구 서계동,용산구,서계동,0,1,0,3,1,2,0,0,0,0,7
173,서울특별시 용산구 청파동1가,용산구,청파동1가,0,0,0,2,1,1,0,0,0,0,4
174,서울특별시 용산구 청파동2가,용산구,청파동2가,0,0,0,3,0,1,0,0,0,0,4
175,서울특별시 용산구 청파동3가,용산구,청파동3가,0,0,0,0,3,3,1,0,0,0,7
176,서울특별시 용산구 원효로1가,용산구,원효로1가,0,0,0,2,1,2,0,0,0,0,5
177,서울특별시 용산구 원효로2가,용산구,원효로2가,0,0,0,0,1,1,0,0,0,0,2
178,서울특별시 용산구 신창동,용산구,신창동,0,0,0,0,1,0,0,0,0,0,1
179,서울특별시 용산구 산천동,용산구,산천동,0,0,0,1,0,1,0,0,0,0,2
180,서울특별시 용산구 청암동,용산구,청암동,0,0,0,0,1,0,0,0,0,0,1
181,서울특별시 용산구 원효로3가,용산구,원효로3가,0,0,0,0,1,1,0,0,0,0,2
182,서울특별시 용산구 원효로4가,용산구,원효로4가,0,0,0,1,1,0,0,0,0,0,2
183,서울특별시 용산구 효창동,용산구,효창동,0,0,0,1,1,5,0,0,0,0,7
184,서울특별시 용산구 도원동,용산구,도원동,0,0,0,0,1,0,0,0,0,0,1
185,서울특별시 용산구 용문동,용산구,용문동,0,0,0,2,1,1,0,0,0,0,4
186,서울특별시 용산구 문배동,용산구,문배동,0,0,0,3,1,1,0,0,0,0,5
187,서울특별시 용산구 신계동,용산구,신계동,0,0,0,1,0,2,0,0,0,0,3
188,서울특별시 용산구 한강로1가,용산구,한강로1가,0,0,0,0,2,3,0,0,0,0,5
189,서울특별시 용산구 한강로2가,용산구,한강로2가,0,0,1,2,9,4,1,0,0,0,17
190,서울특별시 용산구 용산동3가,용산구,용산동3가,0,0,0,0,0,0,0,0,0,0,0
191,서울특별시 용산구 용산동5가,용산구,용산동5가,0,0,0,1,0,1,1,0,0,0,3
192,서울특별시 용산구 한강로3가,용산구,한강로3가,0,2,1,4,4,6,1,1,0,1,20
193,서울특별시 용산구 이촌동,용산구,이촌동,0,0,0,4,3,8,2,0,0,0,17
194,서울특별시 용산구 이태원동,용산구,이태원동,1,0,0,4,13,9,1,0,0,0,28
195,서울특별시 용산구 한남동,용산구,한남동,0,0,0,4,9,7,4,0,0,0,24
196,서울특별시 용산구 동빙고동,용산구,동빙고동,0,0,0,1,0,2,1,0,0,0,4
197,서울특별시 용산구 서빙고동,용산구,서빙고동,0,0,0,1,0,2,0,0,0,0,3
198,서울특별시 용산구 주성동,용산구,주성동,0,0,0,0,0,0,0,0,0,0,0
199,서울특별시 용산구 용산동6가,용산구,용산동6가,0,0,0,0,1,0,0,0,0,0,1
200,서울특별시 용산구 보광동,용산구,보광동,0,1,0,2,3,2,0,0,0,0,8
201,서울특별시 성동구,,,0,0,0,0,0,0,0,0,0,0,0
202,서울특별시 성동구 상왕십리동,성동구,상왕십리동,0,0,0,2,3,2,0,0,0,0,7
203,서울특별시 성동구 하왕십리동,성동구,하왕십리동,0,0,1,2,5,7,2,0,0,0,17
204,서울특별시 성동구 홍익동,성동구,홍익동,0,0,0,0,1,2,0,0,0,0,3
205,서울특별시 성동구 도선동,성동구,도선동,0,0,0,3,4,3,1,0,0,0,11
206,서울특별시 성동구 마장동,성동구,마장동,0,0,0,5,4,3,0,0,0,0,12
207,서울특별시 성동구 사근동,성동구,사근동,0,0,0,3,3,3,0,0,0,0,9
208,서울특별시 성동구 행당동,성동구,행당동,2,2,0,10,11,7,3,0,0,1,36
209,서울특별시 성동구 응봉동,성동구,응봉동,0,0,0,0,2,0,0,0,0,0,2
210,서울특별시 성동구 금호동1가,성동구,금호동1가,0,0,0,0,2,3,0,0,0,0,5
211,서울특별시 성동구 금호동2가,성동구,금호동2가,0,0,0,0,3,3,0,0,0,0,6
212,서울특별시 성동구 금호동3가,성동구,금호동3가,0,1,0,1,2,0,0,0,0,0,4
213,서울특별시 성동구 금호동4가,성동구,금호동4가,0,0,0,1,3,5,0,0,0,0,9
214,서울특별시 성동구 옥수동,성동구,옥수동,0,0,0,2,3,4,0,0,0,0,9
215,서울특별시 성동구 성수동1가,성동구,성수동1가,0,0,0,6,13,15,1,0,0,0,35
216,서울특별시 성동구 성수동2가,성동구,성수동2가,0,1,0,7,22,14,2,0,0,0,46
217,서울특별시 성동구 송정동,성동구,송정동,0,0,0,0,3,3,0,0,0,0,6
218,서울특별시 성동구 용답동,성동구,용답동,0,1,0,4,7,2,0,0,0,0,14
219,서울특별시 광진구,,,0,0,0,0,0,0,0,0,0,0,0
220,서울특별시 광진구 중곡동,광진구,중곡동,0,1,0,8,22,23,0,0,0,0,54
221,서울특별시 광진구 능동,광진구,능동,0,0,0,4,4,7,0,0,0,0,15
222,서울특별시 광진구 구의동,광진구,구의동,0,5,0,14,21,21,5,0,0,1,67
223,서울특별시 광진구 광장동,광진구,광장동,0,0,1,4,7,6,2,0,0,0,20
224,서울특별시 광진구 자양동,광진구,자양동,0,3,1,20,28,28,4,1,0,1,86
225,서울특별시 광진구 화양동,광진구,화양동,1,1,1,16,17,14,2,0,0,0,52
226,서울특별시 광진구 군자동,광진구,군자동,0,1,1,4,7,10,2,0,1,0,26
227,서울특별시 동대문구,,,0,0,0,0,0,0,0,0,0,0,0
228,서울특별시 동대문구 신설동,동대문구,신설동,0,0,1,3,6,4,1,0,0,0,15
229,서울특별시 동대문구 용두동,동대문구,용두동,0,1,0,6,14,7,0,0,0,0,28
230,서울특별시 동대문구 제기동,동대문구,제기동,0,0,0,8,11,4,0,0,0,0,23
231,서울특별시 동대문구 전농동,동대문구,전농동,1,1,0,7,14,15,0,1,0,0,39
232,서울특별시 동대문구 답십리동,동대문구,답십리동,0,0,0,9,12,19,1,0,0,0,41
233,서울특별시 동대문구 장안동,동대문구,장안동,1,2,1,20,21,27,1,1,0,0,74
234,서울특별시 동대문구 청량리동,동대문구,청량리동,0,1,0,3,4,3,0,0,0,0,11
235,서울특별시 동대문구 회기동,동대문구,회기동,0,0,0,5,5,8,3,0,0,0,21
236,서울특별시 동대문구 휘경동,동대문구,휘경동,0,0,0,8,9,9,0,0,0,0,26
237,서울특별시 동대문구 이문동,동대문구,이문동,1,1,0,12,11,11,2,0,0,0,38
238,서울특별시 중랑구,,,0,0,0,0,0,0,0,0,0,0,0
239,서울특별시 중랑구 면목동,중랑구,면목동,0,2,0,17,25,38,1,0,0,0,83
240,서울특별시 중랑구 상봉동,중랑구,상봉동,0,3,0,6,11,15,3,0,1,1,40
241,서울특별시 중랑구 중화동,중랑구,중화동,0,1,1,4,13,12,0,0,0,0,31
242,서울특별시 중랑구 묵동,중랑구,묵동,0,0,1,6,9,16,0,0,0,0,32
243,서울특별시 중랑구 망우동,중랑구,망우동,1,1,0,8,15,11,0,0,0,0,36
244,서울특별시 중랑구 신내동,중랑구,신내동,1,1,0,5,8,8,1,0,0,0,24
245,서울특별시 성북구,,,0,0,0,0,0,0,0,0,0,0,0
246,서울특별시 성북구 성북동,성북구,성북동,0,0,0,4,2,1,0,0,0,0,7
247,서울특별시 성북구 성북동1가,성북구,성북동1가,0,0,0,1,1,1,1,0,0,0,4
248,서울특별시 성북구 돈암동,성북구,돈암동,0,0,0,3,6,3,0,0,0,0,12
249,서울특별시 성북구 동소문동1가,성북구,동소문동1가,1,0,0,0,1,2,0,0,0,0,4
250,서울특별시 성북구 동소문동2가,성북구,동소문동2가,0,1,0,0,1,0,1,0,0,0,3
251,서울특별시 성북구 동소문동3가,성북구,동소문동3가,0,0,0,0,0,1,0,0,0,0,1
252,서울특별시 성북구 동소문동4가,성북구,동소문동4가,0,0,0,1,1,1,0,0,0,0,3
253,서울특별시 성북구 동소문동5가,성북구,동소문동5가,0,0,0,1,1,1,0,0,0,0,3
254,서울특별시 성북구 동소문동6가,성북구,동소문동6가,0,0,0,1,1,1,0,0,0,0,3
255,서울특별시 성북구 동소문동7가,성북구,동소문동7가,0,0,0,0,1,0,0,0,0,0,1
256,서울특별시 성북구 삼선동1가,성북구,삼선동1가,0,0,0,1,0,1,0,0,0,0,2
257,서울특별시 성북구 삼선동2가,성북구,삼선동2가,0,0,0,1,3,0,0,0,0,0,4
258,서울특별시 성북구 삼선동3가,성북구,삼선동3가,0,0,0,0,0,1,0,0,0,0,1
259,서울특별시 성북구 삼선동4가,성북구,삼선동4가,0,0,0,1,1,1,0,0,0,0,3
260,서울특별시 성북구 삼선동5가,성북구,삼선동5가,0,0,0,1,1,3,0,0,0,0,5
261,서울특별시 성북구 동선동1가,성북구,동선동1가,0,0,0,3,2,2,1,0,0,1,9
262,서울특별시 성북구 동선동2가,성북구,동선동2가,0,0,0,0,1,3,1,0,0,0,5
